1,1,0.01639344262295082,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
1,2,0.01639344262295082,SimpleAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Catering, Location: Ballroom, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
2,1,0.03278688524590164,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
2,2,0.03278688524590164,SimpleAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Custom, Handmade, Music: MP3, Cleanup: Hired Help])
3,1,0.04918032786885246,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
3,2,0.04918032786885246,SimpleAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Catering, Location: Party Room, Invitations: Photo, Music: MP3, Cleanup: Hired Help])
4,1,0.06557377049180328,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
4,2,0.06557377049180328,SimpleAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Non-Alcoholic, Location: Party Room, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
5,1,0.08196721311475409,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
5,2,0.08196721311475409,SimpleAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Handmade, Music: MP3, Cleanup: Hired Help])
6,1,0.09836065573770492,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
6,2,0.09836065573770492,SimpleAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Custom, Handmade, Music: MP3, Cleanup: Hired Help])
7,1,0.11475409836065574,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
7,2,0.11475409836065574,SimpleAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
8,1,0.13114754098360656,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
8,2,0.13114754098360656,SimpleAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Custom, Printed, Music: MP3, Cleanup: Special Equiment])
9,1,0.14754098360655737,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
9,2,0.14754098360655737,SimpleAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Catering, Location: Ballroom, Invitations: Custom, Printed, Music: DJ, Cleanup: Hired Help])
10,1,0.16393442622950818,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
10,2,0.16393442622950818,SimpleAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Tent, Invitations: Custom, Handmade, Music: Band, Cleanup: Hired Help])
11,1,0.18032786885245902,AgentBonda@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
11,2,0.18032786885245902,SimpleAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Catering, Location: Ballroom, Invitations: Photo, Music: Band, Cleanup: Special Equiment])
